Name;Title;Co-Authors;Pagintation;Published in;LNCS-link;Abstract
Volker Diekert;Solving Word Problems in Group Extensions over Infinite Words.;Alexei G. Myasnikov;[<span itemprop="pagination">192-203</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_17;Non-Archimedean words have been introduced as a new type of infinite words which can be investigated through classical methods in combinatorics on words due to a length function. The length function, however, takes values in the additive group of polynomials ℤ[t] (and not, as traditionally, in ℕ), which yields various new properties. Non-Archimedean words allow to solve a number of algorithmic problems in geometric and algorithmic group theory. There is a connection to the first-order theory in free groups (Tarski Problems), too.
Alexei G. Myasnikov;Solving Word Problems in Group Extensions over Infinite Words.;Volker Diekert;[<span itemprop="pagination">192-203</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_17;Non-Archimedean words have been introduced as a new type of infinite words which can be investigated through classical methods in combinatorics on words due to a length function. The length function, however, takes values in the additive group of polynomials ℤ[t] (and not, as traditionally, in ℕ), which yields various new properties. Non-Archimedean words allow to solve a number of algorithmic problems in geometric and algorithmic group theory. There is a connection to the first-order theory in free groups (Tarski Problems), too.
Michael Domaratzki;Abelian Primitive Words.;Narad Rampersad;[<span itemprop="pagination">204-215</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_18;We investigate Abelian primitive words, which are words that are not Abelian powers. We show the set of Abelian primitive words is not context-free. We can determine whether a word is Abelian primitive in linear time. Also different from classical primitive words, we find that a word may have more than one Abelian root. We also consider enumeration of Abelian primitive words.
Narad Rampersad;Abelian Primitive Words.;Michael Domaratzki;[<span itemprop="pagination">204-215</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_18;We investigate Abelian primitive words, which are words that are not Abelian powers. We show the set of Abelian primitive words is not context-free. We can determine whether a word is Abelian primitive in linear time. Also different from classical primitive words, we find that a word may have more than one Abelian root. We also consider enumeration of Abelian primitive words.
Zoltán Ésik;Scattered Context-Free Linear Orderings.;;[<span itemprop="pagination">216-227</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_19;We show that it is decidable in exponential time whether the lexicographic ordering of a context-free language is scattered, or a well-ordering.
Gabriele Fici;On Prefix Normal Words.;Zsuzsanna Lipták;[<span itemprop="pagination">228-238</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_20;We present a new class of binary words: the prefix normal words. They are defined by the property that for any given length k, no factor of length k has more a’s than the prefix of the same length. These words arise in the context of indexing for jumbled pattern matching (a.k.a. permutation matching or Parikh vector matching), where the aim is to decide whether a string has a factor with a given multiplicity of characters, i.e., with a given Parikh vector. Using prefix normal words, we give the first non-trivial characterization of binary words having the same set of Parikh vectors of factors. We prove that the language of prefix normal words is not context-free and is strictly contained in the language of pre-necklaces, which are prefixes of powers of Lyndon words. We discuss further properties and state open problems.
Zsuzsanna Lipták;On Prefix Normal Words.;Gabriele Fici;[<span itemprop="pagination">228-238</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_20;We present a new class of binary words: the prefix normal words. They are defined by the property that for any given length k, no factor of length k has more a’s than the prefix of the same length. These words arise in the context of indexing for jumbled pattern matching (a.k.a. permutation matching or Parikh vector matching), where the aim is to decide whether a string has a factor with a given multiplicity of characters, i.e., with a given Parikh vector. Using prefix normal words, we give the first non-trivial characterization of binary words having the same set of Parikh vectors of factors. We prove that the language of prefix normal words is not context-free and is strictly contained in the language of pre-necklaces, which are prefixes of powers of Lyndon words. We discuss further properties and state open problems.
Vladimir V. Gusev;On Non-complete Sets and Restivo's Conjecture.;Elena V. Pribavkina;[<span itemprop="pagination">239-250</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_21;A finite set S of words over the alphabet Σ is called non-complete if \(\textit{Fact}(S^*)\ne\Sigma^*\). A word \(w\in\Sigma^*\setminus\textit{Fact}(S^*)\) is said to be uncompletable. We present a series of non-complete sets Sk whose minimal uncompletable words have length 5k2 − 17k + 13, where k ≥ 4 is the maximal length of words in Sk. This is an infinite series of counterexamples to Restivo’s conjecture, which states that any non-complete set possesses an uncompletable word of length at most 2k2.
Elena V. Pribavkina;On Non-complete Sets and Restivo's Conjecture.;Vladimir V. Gusev;[<span itemprop="pagination">239-250</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_21;A finite set S of words over the alphabet Σ is called non-complete if \(\textit{Fact}(S^*)\ne\Sigma^*\). A word \(w\in\Sigma^*\setminus\textit{Fact}(S^*)\) is said to be uncompletable. We present a series of non-complete sets Sk whose minimal uncompletable words have length 5k2 − 17k + 13, where k ≥ 4 is the maximal length of words in Sk. This is an infinite series of counterexamples to Restivo’s conjecture, which states that any non-complete set possesses an uncompletable word of length at most 2k2.
Benjamin Hellouin de Menibus;Self-organization in Cellular Automata: A Particle-Based Approach.;Mathieu Sablik;[<span itemprop="pagination">251-263</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_22;For some classes of cellular automata, we observe empirically a phenomenon of self-organization: starting from a random configuration, regular strips separated by defects appear in the space-time diagram. When there is no creation of defects, all defects have the same direction after some time. In this article, we propose to formalise this phenomenon. Starting from the notion of propagation of defect by a cellular automaton formalized in [Piv07b, Piv07a], we show that, when iterating the automaton on a random configuration, defects in one direction only remain asymptotically.
Mathieu Sablik;Self-organization in Cellular Automata: A Particle-Based Approach.;Benjamin Hellouin de Menibus;[<span itemprop="pagination">251-263</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_22;For some classes of cellular automata, we observe empirically a phenomenon of self-organization: starting from a random configuration, regular strips separated by defects appear in the space-time diagram. When there is no creation of defects, all defects have the same direction after some time. In this article, we propose to formalise this phenomenon. Starting from the notion of propagation of defect by a cellular automaton formalized in [Piv07b, Piv07a], we show that, when iterating the automaton on a random configuration, defects in one direction only remain asymptotically.
Markus Holzer;Chop Operations and Expressions: Descriptional Complexity Considerations.;Sebastian Jakobi;[<span itemprop="pagination">264-275</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_23;The chop or fusion operation was recently introduced in [S. A. Babu, P. K. Pandya: Chop Expressions and Discrete Duration Calculus. Modern Applications of Automata Theory, World Scientific, 2010], where a characterization of regular languages in terms of chop expressions was shown. Simply speaking, the chop or fusion of two words is a concatenation were the touching letters are coalesced, if both letters are equal. otherwise the operation is undefined. We investigate the descriptional complexity of the chop operation and its iteration for deterministic and nondeterministic finite automata as well as for regular expressions. In most cases tight bounds are shown. Moreover, we also consider the conversion problem between finite automata, regular expressions, and chop expressions. Again, for most conversions we get tight bounds in order of magnitude. It is worth mentioning that regular expressions can be transformed into equivalent chop expressions of polynomial size, but chop expressions can be exponentially more succinct than regular expressions.
Sebastian Jakobi;Chop Operations and Expressions: Descriptional Complexity Considerations.;Markus Holzer;[<span itemprop="pagination">264-275</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_23;The chop or fusion operation was recently introduced in [S. A. Babu, P. K. Pandya: Chop Expressions and Discrete Duration Calculus. Modern Applications of Automata Theory, World Scientific, 2010], where a characterization of regular languages in terms of chop expressions was shown. Simply speaking, the chop or fusion of two words is a concatenation were the touching letters are coalesced, if both letters are equal. otherwise the operation is undefined. We investigate the descriptional complexity of the chop operation and its iteration for deterministic and nondeterministic finite automata as well as for regular expressions. In most cases tight bounds are shown. Moreover, we also consider the conversion problem between finite automata, regular expressions, and chop expressions. Again, for most conversions we get tight bounds in order of magnitude. It is worth mentioning that regular expressions can be transformed into equivalent chop expressions of polynomial size, but chop expressions can be exponentially more succinct than regular expressions.
Markus Holzer;Nodes Connected by Path Languages.;Martin Kutrib, Ursula Leiter;[<span itemprop="pagination">276-287</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_24;We investigate reachability problems on different types of labeled graphs constrained to formal languages from a family \(\mathcal{L}\). If every language in \(\mathcal{L}\) is accepted by a one-way nondeterministic storage automaton, then we give an appealing characterization of the computational complexity of the labeled graph reachability problem in terms of two-way nondeterministic storage automata with auxiliary worktape that is logarithmic-space bounded. Moreover, we also consider acyclic graphs in the underlying reachability instance, obtaining a lower bound result for auxiliary storage automata that are simultaneously space and time restricted.
Martin Kutrib;Nodes Connected by Path Languages.;Markus Holzer, Ursula Leiter;[<span itemprop="pagination">276-287</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_24;We investigate reachability problems on different types of labeled graphs constrained to formal languages from a family \(\mathcal{L}\). If every language in \(\mathcal{L}\) is accepted by a one-way nondeterministic storage automaton, then we give an appealing characterization of the computational complexity of the labeled graph reachability problem in terms of two-way nondeterministic storage automata with auxiliary worktape that is logarithmic-space bounded. Moreover, we also consider acyclic graphs in the underlying reachability instance, obtaining a lower bound result for auxiliary storage automata that are simultaneously space and time restricted.
Ursula Leiter;Nodes Connected by Path Languages.;Markus Holzer, Martin Kutrib;[<span itemprop="pagination">276-287</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_24;We investigate reachability problems on different types of labeled graphs constrained to formal languages from a family \(\mathcal{L}\). If every language in \(\mathcal{L}\) is accepted by a one-way nondeterministic storage automaton, then we give an appealing characterization of the computational complexity of the labeled graph reachability problem in terms of two-way nondeterministic storage automata with auxiliary worktape that is logarithmic-space bounded. Moreover, we also consider acyclic graphs in the underlying reachability instance, obtaining a lower bound result for auxiliary storage automata that are simultaneously space and time restricted.
Norbert Hundeshagen;Characterizing the Regular Languages by Nonforgetting Restarting Automata.;Friedrich Otto;[<span itemprop="pagination">288-299</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_25;We study nonforgetting R- and nonforgetting deterministic RR-automata of window size one, that is, nf-R(1)- and det-nf-RR(1)-automata. Our main result shows that the monotone variants of these two types of restarting automata characterize the regular languages. On the other hand, we prove that already the non-monotone deterministic nonforgetting R(1)-automata accept a class of languages that is incomparable to the class of semi-linear languages with respect to inclusion, but that properly includes the class of languages that are accepted by globally deterministic cooperating distributed systems of stateless deterministic R(1)-automata.
Friedrich Otto;Characterizing the Regular Languages by Nonforgetting Restarting Automata.;Norbert Hundeshagen;[<span itemprop="pagination">288-299</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_25;We study nonforgetting R- and nonforgetting deterministic RR-automata of window size one, that is, nf-R(1)- and det-nf-RR(1)-automata. Our main result shows that the monotone variants of these two types of restarting automata characterize the regular languages. On the other hand, we prove that already the non-monotone deterministic nonforgetting R(1)-automata accept a class of languages that is incomparable to the class of semi-linear languages with respect to inclusion, but that properly includes the class of languages that are accepted by globally deterministic cooperating distributed systems of stateless deterministic R(1)-automata.
Oscar H. Ibarra;On Two-Way Transducers.;Hsu-Chun Yen;[<span itemprop="pagination">300-311</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_26;We look at some classes of two-way transducers with auxiliary memory and investigate their containment and equivalence problems. We believe that our results are the strongest known to date concerning two-way transducers.
Hsu-Chun Yen;On Two-Way Transducers.;Oscar H. Ibarra;[<span itemprop="pagination">300-311</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_26;We look at some classes of two-way transducers with auxiliary memory and investigate their containment and equivalence problems. We believe that our results are the strongest known to date concerning two-way transducers.
Juha Kortelainen;There Does Not Exist a Minimal Full Trio with Respect to Bounded Context-Free Languages.;Tuukka Salmi;[<span itemprop="pagination">312-323</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_27;We solve an old conjecture of Autebert et al. [1] saying that there does not exist any minimal full trio with respect to bounded context-free languages.
Tuukka Salmi;There Does Not Exist a Minimal Full Trio with Respect to Bounded Context-Free Languages.;Juha Kortelainen;[<span itemprop="pagination">312-323</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_27;We solve an old conjecture of Autebert et al. [1] saying that there does not exist any minimal full trio with respect to bounded context-free languages.
Michal Kunc;Describing Periodicity in Two-Way Deterministic Finite Automata Using Transformation Semigroups.;Alexander Okhotin;[<span itemprop="pagination">324-336</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_28;A framework for the study of periodic behaviour of two-way deterministic finite automata (2DFA) is developed. Computations of 2DFAs are represented by a two-way analogue of transformation semigroups, every element of which describes the behaviour of a 2DFA on a certain string x. A subsemigroup generated by this element represents the behaviour on strings in x + . The main contribution of this paper is a description of all such monogenic subsemigroups up to isomorphism. This characterization is then used to show that transforming an n-state 2DFA over a one-letter alphabet to an equivalent sweeping 2DFA requires exactly n + 1 states, and transforming it to a one-way automaton requires exactly \(\max_{0 \leqslant \ell \leqslant n} G(n-\ell)+\ell+1\) states, where G(k) is the maximum order of a permutation of k elements.
Alexander Okhotin;Describing Periodicity in Two-Way Deterministic Finite Automata Using Transformation Semigroups.;Michal Kunc;[<span itemprop="pagination">324-336</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_28;A framework for the study of periodic behaviour of two-way deterministic finite automata (2DFA) is developed. Computations of 2DFAs are represented by a two-way analogue of transformation semigroups, every element of which describes the behaviour of a 2DFA on a certain string x. A subsemigroup generated by this element represents the behaviour on strings in x + . The main contribution of this paper is a description of all such monogenic subsemigroups up to isomorphism. This characterization is then used to show that transforming an n-state 2DFA over a one-letter alphabet to an equivalent sweeping 2DFA requires exactly n + 1 states, and transforming it to a one-way automaton requires exactly \(\max_{0 \leqslant \ell \leqslant n} G(n-\ell)+\ell+1\) states, where G(k) is the maximum order of a permutation of k elements.
Florin Manea;Deciding Networks of Evolutionary Processors.;;[<span itemprop="pagination">337-349</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_29;In this paper we discuss the usage of Accepting Networks of Evolutionary Processors (ANEPs for short) as deciding devices. In this context we define a new halting condition for this model, which seems more coherent with the rest of the theory than the previous such definition, and show that all the computability results reported so far remain valid in the new framework. Moreover, we give a direct and efficient simulation of an arbitrary ANEP by a complete ANEP, thus, showing that the efficiency of deciding a language by ANEPs is not influenced by the network’s topology. Finally, we obtain a surprising characterization of PNP[log] as the class of languages that can be decided in polynomial time by ANEPs.
Roberto Mantaci;From Linear Partitions to Parallelogram Polyominoes.;Paolo Massazza;[<span itemprop="pagination">350-361</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_30;We provide a bijection between parallelogram polyominoes and suitable pairs of linear partitions. This lets us design a CAT (Constant Amortized Time) algorithm for generating all parallelogram polyominoes of size n using \(O(\sqrt n)\) space.
Paolo Massazza;From Linear Partitions to Parallelogram Polyominoes.;Roberto Mantaci;[<span itemprop="pagination">350-361</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_30;We provide a bijection between parallelogram polyominoes and suitable pairs of linear partitions. This lets us design a CAT (Constant Amortized Time) algorithm for generating all parallelogram polyominoes of size n using \(O(\sqrt n)\) space.
Andrey N. Plyushchenko;None;Arseny M. Shur;[<span itemprop="pagination">362-373</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_31;In this paper we examine Brzozowski’s conjecture for the two-generated free Burnside semigroup satisfying x2 = x3. The elements of this semigroup are classes of equivalent words, and the conjecture claims that all elements are regular languages. The case of the identity x2 = x3 is the only one, for which Brzozowski’s conjecture is neither proved nor disproved. We prove the conjecture for all the elements containing an overlap-free or an “almost” overlap-free word. In addition, we show that all but finitely many of these elements are “big” languages in terms of growth rate.
Arseny M. Shur;None;Andrey N. Plyushchenko;[<span itemprop="pagination">362-373</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_31;In this paper we examine Brzozowski’s conjecture for the two-generated free Burnside semigroup satisfying x2 = x3. The elements of this semigroup are classes of equivalent words, and the conjecture claims that all elements are regular languages. The case of the identity x2 = x3 is the only one, for which Brzozowski’s conjecture is neither proved nor disproved. We prove the conjecture for all the elements containing an overlap-free or an “almost” overlap-free word. In addition, we show that all but finitely many of these elements are “big” languages in terms of growth rate.
Emanuele Rodaro;Never Minimal Automata and the Rainbow Bipartite Subgraph Problem.;Pedro V. Silva;[<span itemprop="pagination">374-385</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_32;Never minimal automata, introduced in [4], are strongly connected automata which are not minimal for any choice of their final states. In [4] the authors raise the question whether recognizing such automata is a polynomial time task or not. In this paper, we show that the complement of this problem is equivalent to the problem of checking whether or not in an edge-colored graph there is a bipartite subgraph whose edges are colored using all the colors. We prove that this graph theoretic problem is NP-complete, showing that checking the property of never-minimality is unlikely a polynomial time task.
Pedro V. Silva;Never Minimal Automata and the Rainbow Bipartite Subgraph Problem.;Emanuele Rodaro;[<span itemprop="pagination">374-385</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_32;Never minimal automata, introduced in [4], are strongly connected automata which are not minimal for any choice of their final states. In [4] the authors raise the question whether recognizing such automata is a polynomial time task or not. In this paper, we show that the complement of this problem is equivalent to the problem of checking whether or not in an edge-colored graph there is a bipartite subgraph whose edges are colored using all the colors. We prove that this graph theoretic problem is NP-complete, showing that checking the property of never-minimality is unlikely a polynomial time task.
Victor L. Selivanov;Boolean Algebras of Regular Languages.;Anton Konovalov;[<span itemprop="pagination">386-396</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_33;We characterize up to isomorphism the Boolean algebras of regular languages and of regular aperiodic languages, and show decidability of classes of regular languages related to these characterizations.
Anton Konovalov;Boolean Algebras of Regular Languages.;Victor L. Selivanov;[<span itemprop="pagination">386-396</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_33;We characterize up to isomorphism the Boolean algebras of regular languages and of regular aperiodic languages, and show decidability of classes of regular languages related to these characterizations.
Jeffrey O. Shallit;Fife's Theorem Revisited.;;[<span itemprop="pagination">397-405</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_34;We give another proof of a theorem of Fife — understood broadly as providing a finite automaton that gives a complete description of all infinite binary overlap-free words. Our proof is significantly simpler than those in the literature. As an application we give a complete characterization of the overlap-free words that are 2-automatic.
Edita Pelantová;Infinite Words Rich and Almost Rich in Generalized Palindromes.;Stepán Starosta;[<span itemprop="pagination">406-416</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_35;We focus on Θ-rich and almost Θ-rich words over a finite alphabet \(\mathcal{A}\), where Θ is an involutive antimorphism over \(\mathcal{A}^*\). We show that any recurrent almost Θ-rich word u is an image of a recurrent Θ′-rich word under a suitable morphism, where Θ′ is again an involutive antimorphism. Moreover, if the word u is uniformly recurrent, we show that Θ′ can be set to the reversal mapping. We also treat one special case of almost Θ-rich words. We show that every Θ-standard word with seed is an image of an Arnoux-Rauzy word.
Stepán Starosta;Infinite Words Rich and Almost Rich in Generalized Palindromes.;Edita Pelantová;[<span itemprop="pagination">406-416</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_35;We focus on Θ-rich and almost Θ-rich words over a finite alphabet \(\mathcal{A}\), where Θ is an involutive antimorphism over \(\mathcal{A}^*\). We show that any recurrent almost Θ-rich word u is an image of a recurrent Θ′-rich word under a suitable morphism, where Θ′ is again an involutive antimorphism. Moreover, if the word u is uniformly recurrent, we show that Θ′ can be set to the reversal mapping. We also treat one special case of almost Θ-rich words. We show that every Θ-standard word with seed is an image of an Arnoux-Rauzy word.
Nuri Tasdemir;Models of Pushdown Automata with Reset.;A. C. Cem Say;[<span itemprop="pagination">417-428</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_36;We examine various pushdown automaton variants that are architecturally intermediate between the one-way PDA and the two-way PDA (2PDA), where leftward moves of the input head can only reset it to the left end of the tape, and some component of the machine configuration may be “forgotten”, that is, reset to its initial value, whenever such a move is performed. Most of these model variants are shown to be equivalent in power to either the 2PDA or the one-way PDA. One exception is the Resettable Pushdown Automaton (RPDA), where the stack contents are lost every time the input is reset, and which we prove to be intermediate in power between the PDA and the 2PDA. We give full characterizations of the classes of languages recognized by both the deterministic and the nondeterministic versions of the RPDA.
A. C. Cem Say;Models of Pushdown Automata with Reset.;Nuri Tasdemir;[<span itemprop="pagination">417-428</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_36;We examine various pushdown automaton variants that are architecturally intermediate between the one-way PDA and the two-way PDA (2PDA), where leftward moves of the input head can only reset it to the left end of the tape, and some component of the machine configuration may be “forgotten”, that is, reset to its initial value, whenever such a move is performed. Most of these model variants are shown to be equivalent in power to either the 2PDA or the one-way PDA. One exception is the Resettable Pushdown Automaton (RPDA), where the stack contents are lost every time the input is reset, and which we prove to be intermediate in power between the PDA and the 2PDA. We give full characterizations of the classes of languages recognized by both the deterministic and the nondeterministic versions of the RPDA.
Ryo Yoshinaka;Towards Dual Approaches for Learning Context-Free Grammars Based on Syntactic Concept Lattices.;;[<span itemprop="pagination">429-440</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_37;Recent studies on grammatical inference have demonstrated the benefits of “distributional learning” for learning context-free and context-sensitive languages. Distributional learning models and exploits the relation between strings and contexts in the language of the learning target. There are two main approaches. One, which we call primal, constructs nonterminals whose language is characterized by strings. The other, which we call dual, uses contexts to characterize the language of a nonterminal of the conjecture grammar. This paper demonstrates and discusses the duality of those approaches by presenting some powerful learning algorithms along the way.
Narad Rampersad;On Highly Repetitive and Power Free Words.;Elise Vaslet;[<span itemprop="pagination">441-451</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_38;Answering a question of Richomme, Currie and Rampersad proved that 7/3 is the infimum of the real numbers α &gt. 2 such that there exists an infinite binary word that avoids α-powers but is highly 2-repetitive, i.e., contains arbitrarily large squares beginning at every position. In this paper, we prove similar statements about β-repetitive words, for some other β’s, on the binary and the ternary alphabets.
Elise Vaslet;On Highly Repetitive and Power Free Words.;Narad Rampersad;[<span itemprop="pagination">441-451</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_38;Answering a question of Richomme, Currie and Rampersad proved that 7/3 is the infimum of the real numbers α &gt. 2 such that there exists an infinite binary word that avoids α-powers but is highly 2-repetitive, i.e., contains arbitrarily large squares beginning at every position. In this paper, we prove similar statements about β-repetitive words, for some other β’s, on the binary and the ternary alphabets.
Georg Zetzsche;A Sufficient Condition for Erasing Productions to Be Avoidable.;;[<span itemprop="pagination">452-463</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_39;In each grammar model, it is an important question whether erasing productions are necessary to generate all languages. Using the concept of grammars with control languages by Salomaa, which offers a uniform treatment of a variety of grammar models, we present a condition on the class of control languages that guarantees that erasing productions are avoidable in the resulting grammar model. On the one hand, this generalizes the previous result that in Petri net controlled grammars, erasing productions can be eliminated. On the other hand, it allows us to infer that the same is true for vector grammars.
Daniela Battaglino;Encoding Centered Polyominoes by Means of a Regular Language.;Jean-Marc Fedou, Andrea Frosini, Simone Rinaldi;[<span itemprop="pagination">464-465</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_40;In [3] the authors proposed a classification of convex polyominoes based on the number of changes of direction in the paths connecting any two cells of a polyomino. More precisely, a convex polyomino is k-convex if every pair of its cells can be connected by a monotone path with at most k changes of direction. In 1-convex (also called L-convex) polyominoes, any two cells can be connected by a path with at most one change of direction.
Jean-Marc Fedou;Encoding Centered Polyominoes by Means of a Regular Language.;Daniela Battaglino, Andrea Frosini, Simone Rinaldi;[<span itemprop="pagination">464-465</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_40;In [3] the authors proposed a classification of convex polyominoes based on the number of changes of direction in the paths connecting any two cells of a polyomino. More precisely, a convex polyomino is k-convex if every pair of its cells can be connected by a monotone path with at most k changes of direction. In 1-convex (also called L-convex) polyominoes, any two cells can be connected by a path with at most one change of direction.
Andrea Frosini;Encoding Centered Polyominoes by Means of a Regular Language.;Daniela Battaglino, Jean-Marc Fedou, Simone Rinaldi;[<span itemprop="pagination">464-465</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_40;In [3] the authors proposed a classification of convex polyominoes based on the number of changes of direction in the paths connecting any two cells of a polyomino. More precisely, a convex polyomino is k-convex if every pair of its cells can be connected by a monotone path with at most k changes of direction. In 1-convex (also called L-convex) polyominoes, any two cells can be connected by a path with at most one change of direction.
Simone Rinaldi;Encoding Centered Polyominoes by Means of a Regular Language.;Daniela Battaglino, Jean-Marc Fedou, Andrea Frosini;[<span itemprop="pagination">464-465</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_40;In [3] the authors proposed a classification of convex polyominoes based on the number of changes of direction in the paths connecting any two cells of a polyomino. More precisely, a convex polyomino is k-convex if every pair of its cells can be connected by a monotone path with at most k changes of direction. In 1-convex (also called L-convex) polyominoes, any two cells can be connected by a path with at most one change of direction.
Jérôme Chandesris;Computational Aspects of Asynchronous Cellular Automata.;Alberto Dennunzio, Enrico Formenti, Luca Manzoni;[<span itemprop="pagination">466-468</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_41;Cellular Automata (CA) are a computational model widely used in many scientific fields. A CA consists of identical finite automata arranged over a regular lattice (i.e. every configuration of a CA is an element of Aℤ where A is a finite set of local states). Each automaton updates its state on the basis of its own state and the one of its neighbors according to a local rule. All updates are synchronous.
Alberto Dennunzio;Computational Aspects of Asynchronous Cellular Automata.;Jérôme Chandesris, Enrico Formenti, Luca Manzoni;[<span itemprop="pagination">466-468</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_41;Cellular Automata (CA) are a computational model widely used in many scientific fields. A CA consists of identical finite automata arranged over a regular lattice (i.e. every configuration of a CA is an element of Aℤ where A is a finite set of local states). Each automaton updates its state on the basis of its own state and the one of its neighbors according to a local rule. All updates are synchronous.
Enrico Formenti;Computational Aspects of Asynchronous Cellular Automata.;Jérôme Chandesris, Alberto Dennunzio, Luca Manzoni;[<span itemprop="pagination">466-468</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_41;Cellular Automata (CA) are a computational model widely used in many scientific fields. A CA consists of identical finite automata arranged over a regular lattice (i.e. every configuration of a CA is an element of Aℤ where A is a finite set of local states). Each automaton updates its state on the basis of its own state and the one of its neighbors according to a local rule. All updates are synchronous.
Luca Manzoni;Computational Aspects of Asynchronous Cellular Automata.;Jérôme Chandesris, Alberto Dennunzio, Enrico Formenti;[<span itemprop="pagination">466-468</span>];[<meta content="2011" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-642-22321-1_41;Cellular Automata (CA) are a computational model widely used in many scientific fields. A CA consists of identical finite automata arranged over a regular lattice (i.e. every configuration of a CA is an element of Aℤ where A is a finite set of local states). Each automaton updates its state on the basis of its own state and the one of its neighbors according to a local rule. All updates are synchronous.
