Name;Title;Co-Authors;Pagintation;Published;Venue
Francisco-Mario Barcala;Compilation Methods of Minimal Acyclic Finite-State Automata for Large Dictionaries.;Jorge Graña, Miguel A. Alonso;[<span itemprop="pagination">135-148</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Miguel A. Alonso;Compilation Methods of Minimal Acyclic Finite-State Automata for Large Dictionaries.;Jorge Graña, Francisco-Mario Barcala;[<span itemprop="pagination">135-148</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Jan Holub;Bit Parallelism - NFA Simulation.;;[<span itemprop="pagination">149-160</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Markus Holzer;Improving Raster Image Run-Length Encoding Using Data Order.;Martin Kutrib;[<span itemprop="pagination">161-176</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Martin Kutrib;Improving Raster Image Run-Length Encoding Using Data Order.;Markus Holzer;[<span itemprop="pagination">161-176</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Frank Katritzke;Enhancements of Partitioning Techniques for Image Compression Using Weighted Finite Automata.;Wolfgang Merzenich, Michael Thomas;[<span itemprop="pagination">177-189</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Wolfgang Merzenich;Enhancements of Partitioning Techniques for Image Compression Using Weighted Finite Automata.;Frank Katritzke, Michael Thomas;[<span itemprop="pagination">177-189</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Michael Thomas;Enhancements of Partitioning Techniques for Image Compression Using Weighted Finite Automata.;Frank Katritzke, Wolfgang Merzenich;[<span itemprop="pagination">177-189</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
André Kempe;Extraction of epsilon-Cyclesfrom Finite-State Transducers.;;[<span itemprop="pagination">190-201</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Borivoj Melichar;On the Size of Deterministic Finite Automata.;Jan Skryja;[<span itemprop="pagination">202-213</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Jan Skryja;On the Size of Deterministic Finite Automata.;Borivoj Melichar;[<span itemprop="pagination">202-213</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Jim Morey;Crystal Lattice Automata.;Kamran Sedig, Robert E. Mercer, M. Wayne Wilson;[<span itemprop="pagination">214-220</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Kamran Sedig;Crystal Lattice Automata.;Jim Morey, Robert E. Mercer, M. Wayne Wilson;[<span itemprop="pagination">214-220</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Robert E. Mercer;Crystal Lattice Automata.;Jim Morey, Kamran Sedig, M. Wayne Wilson;[<span itemprop="pagination">214-220</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
M. Wayne Wilson;Crystal Lattice Automata.;Jim Morey, Kamran Sedig, Robert E. Mercer;[<span itemprop="pagination">214-220</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Nadia Nedjah;Minimal Adaptive Pattern-Matching Automata for Efficient Term Rewriting.;Luiza de Macedo Mourelle;[<span itemprop="pagination">221-233</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Luiza de Macedo Mourelle;Minimal Adaptive Pattern-Matching Automata for Efficient Term Rewriting.;Nadia Nedjah;[<span itemprop="pagination">221-233</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
João José Neto;Adaptive Rule-Driven Devices - General Formulation and Case Study.;;[<span itemprop="pagination">234-250</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Agata Savary;Typographical Nearest-Neighbor Search in a Finite-State Lexicon and Its Application to Spelling Correction.;;[<span itemprop="pagination">251-260</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Yuri Velinov;On the Software Design of Cellular Automata Simulators for Ecological Modeling.;;[<span itemprop="pagination">261-262</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Lynette van Zijl;Random Number Generation with +-NFAs.;;[<span itemprop="pagination">263-273</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Lynette van Zijl;Supernondeterministic Finite Automata.;;[<span itemprop="pagination">274-288</span>];[<meta content="2001" itemprop="datePublished"/>];<title>dblp: CIAA 2001</title>
Javier Esparza;Back to the Future: A Fresh Look at Linear Temporal Logic.;;[<span itemprop="pagination">3-13</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Jeffrey O. Shallit;Say No to Case Analysis: Automating the Drudgery of Case-Based Proofs.;;[<span itemprop="pagination">14-24</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Stefan Hoffmann;Regularity Conditions for Iterated Shuffle on Commutative Regular Languages.;;[<span itemprop="pagination">27-38</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Brink van der Merwe;Memoized Regular Expressions.;Jacobie Mouton, Steyn van Litsenborgh, Martin Berglund;[<span itemprop="pagination">39-52</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Jacobie Mouton;Memoized Regular Expressions.;Brink van der Merwe, Steyn van Litsenborgh, Martin Berglund;[<span itemprop="pagination">39-52</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Steyn van Litsenborgh;Memoized Regular Expressions.;Brink van der Merwe, Jacobie Mouton, Martin Berglund;[<span itemprop="pagination">39-52</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Martin Berglund;Memoized Regular Expressions.;Brink van der Merwe, Jacobie Mouton, Steyn van Litsenborgh;[<span itemprop="pagination">39-52</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Stefan Hoffmann;The Commutative Closure of Shuffle Languages over Group Languages is Regular.;;[<span itemprop="pagination">53-64</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Su-Hyeon Kim;Efficient Enumeration of Regular Expressions for Faster Regular Expression Synthesis.;Hyeonseung Im, Sang-Ki Ko;[<span itemprop="pagination">65-76</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Hyeonseung Im;Efficient Enumeration of Regular Expressions for Faster Regular Expression Synthesis.;Su-Hyeon Kim, Sang-Ki Ko;[<span itemprop="pagination">65-76</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Sang-Ki Ko;Efficient Enumeration of Regular Expressions for Faster Regular Expression Synthesis.;Su-Hyeon Kim, Hyeonseung Im;[<span itemprop="pagination">65-76</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Taylor J. Smith;Degrees of Restriction for Two-Dimensional Automata.;Kai Salomaa;[<span itemprop="pagination">77-89</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Kai Salomaa;Degrees of Restriction for Two-Dimensional Automata.;Taylor J. Smith;[<span itemprop="pagination">77-89</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Markus Holzer;The Range of State Complexities of Languages Resulting from the Cascade Product - The Unary Case (Extended Abstract).;Christian Rauch;[<span itemprop="pagination">90-101</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Christian Rauch;The Range of State Complexities of Languages Resulting from the Cascade Product - The Unary Case (Extended Abstract).;Markus Holzer;[<span itemprop="pagination">90-101</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Cinzia Di Giusto;Guessing the Buffer Bound for k-Synchronizability.;Laetitia Laversa, Étienne Lozes;[<span itemprop="pagination">102-114</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Laetitia Laversa;Guessing the Buffer Bound for k-Synchronizability.;Cinzia Di Giusto, Étienne Lozes;[<span itemprop="pagination">102-114</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Étienne Lozes;Guessing the Buffer Bound for k-Synchronizability.;Cinzia Di Giusto, Laetitia Laversa;[<span itemprop="pagination">102-114</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Stefan Hoffmann;State Complexity of Permutation and Related Decision Problems on Alphabetical Pattern Constraints.;;[<span itemprop="pagination">115-126</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Diana Geneva;Algorithms for Probabilistic and Stochastic Subsequential Failure Transducers.;Georgi Shopov, Stoyan Mihov;[<span itemprop="pagination">127-139</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Georgi Shopov;Algorithms for Probabilistic and Stochastic Subsequential Failure Transducers.;Diana Geneva, Stoyan Mihov;[<span itemprop="pagination">127-139</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Stoyan Mihov;Algorithms for Probabilistic and Stochastic Subsequential Failure Transducers.;Diana Geneva, Georgi Shopov;[<span itemprop="pagination">127-139</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Andreas Maletti;Ambiguity Hierarchies for Weighted Tree Automata.;Teodora Nasz, Kevin Stier, Markus Ulbricht;[<span itemprop="pagination">140-151</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Teodora Nasz;Ambiguity Hierarchies for Weighted Tree Automata.;Andreas Maletti, Kevin Stier, Markus Ulbricht;[<span itemprop="pagination">140-151</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Kevin Stier;Ambiguity Hierarchies for Weighted Tree Automata.;Andreas Maletti, Teodora Nasz, Markus Ulbricht;[<span itemprop="pagination">140-151</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Markus Ulbricht;Ambiguity Hierarchies for Weighted Tree Automata.;Andreas Maletti, Teodora Nasz, Kevin Stier;[<span itemprop="pagination">140-151</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Martin Kutrib;Boolean Kernels of Context-Free Languages.;Luca Prigioniero;[<span itemprop="pagination">152-164</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Luca Prigioniero;Boolean Kernels of Context-Free Languages.;Martin Kutrib;[<span itemprop="pagination">152-164</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Simone Faro;Efficient String Matching Based on a Two-Step Simulation of the Suffix Automaton.;Stefano Scafiti;[<span itemprop="pagination">165-177</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Stefano Scafiti;Efficient String Matching Based on a Two-Step Simulation of the Suffix Automaton.;Simone Faro;[<span itemprop="pagination">165-177</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Guy Arbitman;Approximate Hashing for Bioinformatics.;Shmuel T. Klein, Pierre Peterlongo, Dana Shapira;[<span itemprop="pagination">178-189</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Shmuel T. Klein;Approximate Hashing for Bioinformatics.;Guy Arbitman, Pierre Peterlongo, Dana Shapira;[<span itemprop="pagination">178-189</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Pierre Peterlongo;Approximate Hashing for Bioinformatics.;Guy Arbitman, Shmuel T. Klein, Dana Shapira;[<span itemprop="pagination">178-189</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Dana Shapira;Approximate Hashing for Bioinformatics.;Guy Arbitman, Shmuel T. Klein, Pierre Peterlongo;[<span itemprop="pagination">178-189</span>];[<meta content="2021" itemprop="datePublished"/>];<title>dblp: CIAA 2021</title>
Derick Wood;WIA and Theory and Practice.;;[<span itemprop="pagination">1-6</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Miguel A. Alonso;Construction of Efficient Generalized LR Parsers.;David Cabrero Souto, Manuel Vilares Ferro;[<span itemprop="pagination">7-24</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
David Cabrero Souto;Construction of Efficient Generalized LR Parsers.;Miguel A. Alonso, Manuel Vilares Ferro;[<span itemprop="pagination">7-24</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Manuel Vilares Ferro;Construction of Efficient Generalized LR Parsers.;Miguel A. Alonso, David Cabrero Souto;[<span itemprop="pagination">7-24</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
François Bertault;Visualization of Dynamic Automata Using Padnon.;Gregory Kucherov;[<span itemprop="pagination">25-28</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Gregory Kucherov;Visualization of Dynamic Automata Using Padnon.;François Bertault;[<span itemprop="pagination">25-28</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Janusz A. Brzozowski;Automata of Asynchronous Behaviors.;Radu Negulescu;[<span itemprop="pagination">29-45</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Radu Negulescu;Automata of Asynchronous Behaviors.;Janusz A. Brzozowski;[<span itemprop="pagination">29-45</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Pascal Caron;LANGAGE: A Maple Package for Automaton Characterization of Regular Languages.;;[<span itemprop="pagination">46-55</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Max H. Garzon;In Vitro Implementation of Finite-State Machines.;Y. Gao, John A. Rose, R. C. Murphy, Russell J. Deaton, Donald R. Franceschetti, Stanley Edward Stevens Jr.;[<span itemprop="pagination">56-74</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Y. Gao;In Vitro Implementation of Finite-State Machines.;Max H. Garzon, John A. Rose, R. C. Murphy, Russell J. Deaton, Donald R. Franceschetti, Stanley Edward Stevens Jr.;[<span itemprop="pagination">56-74</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
John A. Rose;In Vitro Implementation of Finite-State Machines.;Max H. Garzon, Y. Gao, R. C. Murphy, Russell J. Deaton, Donald R. Franceschetti, Stanley Edward Stevens Jr.;[<span itemprop="pagination">56-74</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
R. C. Murphy;In Vitro Implementation of Finite-State Machines.;Max H. Garzon, Y. Gao, John A. Rose, Russell J. Deaton, Donald R. Franceschetti, Stanley Edward Stevens Jr.;[<span itemprop="pagination">56-74</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Russell J. Deaton;In Vitro Implementation of Finite-State Machines.;Max H. Garzon, Y. Gao, John A. Rose, R. C. Murphy, Donald R. Franceschetti, Stanley Edward Stevens Jr.;[<span itemprop="pagination">56-74</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Donald R. Franceschetti;In Vitro Implementation of Finite-State Machines.;Max H. Garzon, Y. Gao, John A. Rose, R. C. Murphy, Russell J. Deaton, Stanley Edward Stevens Jr.;[<span itemprop="pagination">56-74</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Stanley Edward Stevens Jr.;In Vitro Implementation of Finite-State Machines.;Max H. Garzon, Y. Gao, John A. Rose, R. C. Murphy, Russell J. Deaton, Donald R. Franceschetti;[<span itemprop="pagination">56-74</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
James Glenn;Implementing WS1S via Finite Automata: Performance Issues.;William I. Gasarch;[<span itemprop="pagination">75-86</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
William I. Gasarch;Implementing WS1S via Finite Automata: Performance Issues.;James Glenn;[<span itemprop="pagination">75-86</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
George Anton Kiraz;Multi-tape Automata for Speech and Language Systems: A Prolog Implementation.;Edmund Grimley-Evans;[<span itemprop="pagination">87-103</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Edmund Grimley-Evans;Multi-tape Automata for Speech and Language Systems: A Prolog Implementation.;George Anton Kiraz;[<span itemprop="pagination">87-103</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Vincent Le Maout;Tools to Implement Automata, a First Step: ASTL.;;[<span itemprop="pagination">104-108</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Helmut Lescow;Minimal Separating Sets for Muller Automata.;Jens Vöge;[<span itemprop="pagination">109-121</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Jens Vöge;Minimal Separating Sets for Muller Automata.;Helmut Lescow;[<span itemprop="pagination">109-121</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Denis Maurel;Pseudo-minimal Transducers: A Transducer with Proper Elements.;Laurent Chauvier;[<span itemprop="pagination">122-132</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Laurent Chauvier;Pseudo-minimal Transducers: A Transducer with Proper Elements.;Denis Maurel;[<span itemprop="pagination">122-132</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Charlotte L. Miller;Towards a Meta-Normal Form Algorithm for Context-Free Grammars.;;[<span itemprop="pagination">133-143</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Mehryar Mohri;A Rational Design for a Weighted Finite-State Transducer Library.;Fernando C. N. Pereira, Michael Riley;[<span itemprop="pagination">144-158</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Fernando C. N. Pereira;A Rational Design for a Weighted Finite-State Transducer Library.;Mehryar Mohri, Michael Riley;[<span itemprop="pagination">144-158</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Michael Riley;A Rational Design for a Weighted Finite-State Transducer Library.;Mehryar Mohri, Fernando C. N. Pereira;[<span itemprop="pagination">144-158</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Jean-Luc Ponty;An Efficient Null-Free Procedure for Deciding Regular Language Membership.;;[<span itemprop="pagination">159-170</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Dominique Revuz;Operations on Extended Automata.;;[<span itemprop="pagination">171-175</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Kai Salomaa;Efficient Implementation of Regular Languages Using R-AFA.;Xiuming Wu, Sheng Yu;[<span itemprop="pagination">176-184</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Xiuming Wu;Efficient Implementation of Regular Languages Using R-AFA.;Kai Salomaa, Sheng Yu;[<span itemprop="pagination">176-184</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Sheng Yu;Efficient Implementation of Regular Languages Using R-AFA.;Kai Salomaa, Xiuming Wu;[<span itemprop="pagination">176-184</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Max Silberztein;INTEX: An Integrated FST Toolbox.;;[<span itemprop="pagination">185-197</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
A. N. Trahtman;A Precise Estimation of the Order of Local Testability of a Deterministic Finite Automaton.;;[<span itemprop="pagination">198-212</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Yuri Velinov;Teaching Theory of Computation with Tape Machines.;;[<span itemprop="pagination">213-227</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Jens Vöge;None;S. Ulbrand, Oliver Matz, Nils Buhrke;[<span itemprop="pagination">228-231</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
S. Ulbrand;None;Jens Vöge, Oliver Matz, Nils Buhrke;[<span itemprop="pagination">228-231</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Oliver Matz;None;Jens Vöge, S. Ulbrand, Nils Buhrke;[<span itemprop="pagination">228-231</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Nils Buhrke;None;Jens Vöge, S. Ulbrand, Oliver Matz;[<span itemprop="pagination">228-231</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Bruce W. Watson;Practical Optimizations for Automata.;;[<span itemprop="pagination">232-240</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Djelloul Ziadi;Sorting and Doubling Techniques for Set Partitioning and Automata Minimization Problems.;;[<span itemprop="pagination">241-251</span>];[<meta content="1997" itemprop="datePublished"/>];<title>dblp: WIA 1997</title>
Ming Li;Information Distance and Its Applications.;;[<span itemprop="pagination">1-9</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Grzegorz Rozenberg;Theory Inspired by Gene Assembly in Ciliates.;;[<span itemprop="pagination">10</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Sheng Yu;On the State Complexity of Combined Operations.;;[<span itemprop="pagination">11-22</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Mathieu Giraud;None;Philippe Veber, Dominique Lavenier;[<span itemprop="pagination">23-33</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Philippe Veber;None;Mathieu Giraud, Dominique Lavenier;[<span itemprop="pagination">23-33</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Dominique Lavenier;None;Mathieu Giraud, Philippe Veber;[<span itemprop="pagination">23-33</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Henning Bordihn;Hybrid Extended Finite Automata.;Markus Holzer, Martin Kutrib;[<span itemprop="pagination">34-45</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Markus Holzer;Hybrid Extended Finite Automata.;Henning Bordihn, Martin Kutrib;[<span itemprop="pagination">34-45</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Martin Kutrib;Hybrid Extended Finite Automata.;Henning Bordihn, Markus Holzer;[<span itemprop="pagination">34-45</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
German Tischler;Refinement of Near Random Access Video Coding with Weighted Finite Automata.;;[<span itemprop="pagination">46-57</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Martin Simunek;Borders and Finite Automata.;Borivoj Melichar;[<span itemprop="pagination">58-68</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Borivoj Melichar;Borders and Finite Automata.;Martin Simunek;[<span itemprop="pagination">58-68</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Pavlos Antoniou;Finding Common Motifs with Gaps Using Finite Automata.;Jan Holub, Costas S. Iliopoulos, Borivoj Melichar, Pierre Peterlongo;[<span itemprop="pagination">69-77</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Jan Holub;Finding Common Motifs with Gaps Using Finite Automata.;Pavlos Antoniou, Costas S. Iliopoulos, Borivoj Melichar, Pierre Peterlongo;[<span itemprop="pagination">69-77</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Costas S. Iliopoulos;Finding Common Motifs with Gaps Using Finite Automata.;Pavlos Antoniou, Jan Holub, Borivoj Melichar, Pierre Peterlongo;[<span itemprop="pagination">69-77</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Borivoj Melichar;Finding Common Motifs with Gaps Using Finite Automata.;Pavlos Antoniou, Jan Holub, Costas S. Iliopoulos, Pierre Peterlongo;[<span itemprop="pagination">69-77</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Pierre Peterlongo;Finding Common Motifs with Gaps Using Finite Automata.;Pavlos Antoniou, Jan Holub, Costas S. Iliopoulos, Borivoj Melichar;[<span itemprop="pagination">69-77</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Maxime Crochemore;Factor Oracles.;Lucian Ilie, Emine Seid-Hilmi;[<span itemprop="pagination">78-89</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Lucian Ilie;Factor Oracles.;Maxime Crochemore, Emine Seid-Hilmi;[<span itemprop="pagination">78-89</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Emine Seid-Hilmi;Factor Oracles.;Maxime Crochemore, Lucian Ilie;[<span itemprop="pagination">78-89</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Cédric Bastien;Reducing Simple Grammars: Exponential Against Highly-Polynomial Time in Practice.;Jurek Czyzowicz, Wojciech Fraczak, Wojciech Rytter;[<span itemprop="pagination">90-101</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Jurek Czyzowicz;Reducing Simple Grammars: Exponential Against Highly-Polynomial Time in Practice.;Cédric Bastien, Wojciech Fraczak, Wojciech Rytter;[<span itemprop="pagination">90-101</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Wojciech Fraczak;Reducing Simple Grammars: Exponential Against Highly-Polynomial Time in Practice.;Cédric Bastien, Jurek Czyzowicz, Wojciech Rytter;[<span itemprop="pagination">90-101</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Wojciech Rytter;Reducing Simple Grammars: Exponential Against Highly-Polynomial Time in Practice.;Cédric Bastien, Jurek Czyzowicz, Wojciech Fraczak;[<span itemprop="pagination">90-101</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Jonathan May;Tiburon: A Weighted Tree Automata Toolkit.;Kevin Knight;[<span itemprop="pagination">102-113</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Kevin Knight;Tiburon: A Weighted Tree Automata Toolkit.;Jonathan May;[<span itemprop="pagination">102-113</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Manuel Baclet;Around Hopcroft's Algorithm.;Claire Pagetti;[<span itemprop="pagination">114-125</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Claire Pagetti;Around Hopcroft's Algorithm.;Manuel Baclet;[<span itemprop="pagination">114-125</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
Florent Nicart;Multi-tape Automata with Symbol Classes.;Jean-Marc Champarnaud, Tibor Csáki, Tamás Gaál, André Kempe;[<span itemprop="pagination">126-136</span>];[<meta content="2006" itemprop="datePublished"/>];<title>dblp: CIAA 2006</title>
